source,target,messageCount
1523,626,3
1524,1522,1
1525,249,1
1525,823,1
1526,1130,4
1526,1582,1
1526,394,1
1526,398,1
1526,42,1
1526,447,2
1526,595,3
1526,615,1
1526,621,1
1526,640,1
1526,713,1
1526,783,1
1527,144,2
1528,713,2
1528,781,1
1529,1375,1
1529,372,1
153,9,1
1530,1192,1
1530,1713,1
1531,706,1
1532,852,3
1533,1489,6
1533,594,1
1534,1507,1
1534,317,2
1534,42,4
1535,1339,1
1535,1387,2
1535,1434,5
1535,1753,1
1535,303,2
1535,644,2
1536,518,1
1537,324,2
1537,329,3
1538,598,1
1538,67,1
1539,1021,6
1539,1024,1
1539,1039,6
1539,1056,3
1539,1068,7
1539,1069,4
1539,1103,1
1539,1131,3
1539,1169,9
1539,1184,1
1539,1188,1
1539,1196,1
1539,1206,1
1539,1211,1
1539,1255,3
1539,1299,5
1539,1338,6
1539,1342,1
1539,1346,3
1539,1402,6
1539,1443,1
1539,1452,2
1539,1510,2
1539,152,2
1539,154,5
1539,1563,2
1539,1568,1
1539,1573,7
1539,1582,1
1539,1585,1
1539,1616,1
1539,1618,1
1539,1620,4
1539,1622,1
1539,1628,1
1539,1632,1
1539,1637,2
1539,1639,3
1539,1640,3
1539,1641,1
1539,1644,1
1539,1646,2
1539,1647,12
1539,1649,2
1539,177,7
1539,204,4
1539,299,3
1539,36,2
1539,378,2
1539,402,1
1539,437,5
1539,523,2
1539,527,1
1539,576,1
1539,599,1
1539,601,2
1539,617,1
1539,659,1
1539,69,3
1539,708,2
1539,710,1
1539,734,1
1539,753,2
1539,8,6
1539,818,2
1539,899,1
1539,938,1
1539,958,4
1539,997,1
154,1000,1
154,103,1
154,1539,5
154,176,1
154,214,1
154,250,1
154,32,1
154,321,1
154,357,3
154,400,1
154,547,5
154,56,3
154,644,2
154,67,1
154,705,1
154,719,4
154,9,1
154,95,1
154,99,1
1540,103,5
1540,1167,8
1540,1168,2
1540,1179,3
1540,1283,5
1540,1373,1
1540,1379,1
1540,1440,5
1540,1520,4
1540,1543,4
1540,1548,3
1540,1601,1
1540,1669,4
1540,1695,1
1540,1700,2
1540,1713,3
1540,1725,1
1540,1738,3
1540,1744,6
1540,1836,2
1540,193,3
1540,249,17
1540,29,5
1540,367,5
1540,372,6
1540,376,1
1540,440,3
1540,47,2
1540,479,2
1540,48,12
1540,50,3
1540,518,3
1540,714,4
1540,781,1
1540,810,6
1540,856,1
1540,878,3
1540,994,4
1541,1113,1
1541,249,1
1541,523,1
1542,1118,1
1542,1246,32
1542,1282,10
1542,1383,8
1542,1598,1
1542,1750,2
1542,233,1
1542,249,2
1542,372,1
1542,41,1
1542,42,1
1542,44,3
1542,456,11
1542,468,1
1542,540,3
1542,583,2
1542,818,5
1543,1029,1
1543,1046,1
1543,105,3
1543,109,2
1543,1103,1
1543,1118,2
1543,1214,1
1543,1215,1
1543,1255,3
1543,1260,1
1543,1280,4
1543,1282,8
1543,1312,56
1543,1316,2
1543,1343,2
1543,1376,1
1543,1385,1
1543,1395,4
1543,1467,2
1543,1485,1
1543,1487,3
1543,1540,4
1543,1546,1
1543,1553,1
1543,1565,4
1543,1582,5
1543,1618,1
1543,1624,12
1543,1627,1
1543,1637,1
1543,1675,13
1543,1712,2
1543,1715,2
1543,1719,1
1543,1724,7
1543,173,1
1543,1739,1
1543,1768,1
1543,1788,1
1543,1796,1
1543,1804,6
1543,1808,1
1543,1831,3
1543,1839,1
1543,1847,1
1543,1848,7
1543,1855,1
1543,1861,1
1543,1865,1
1543,1870,3
1543,1879,3
1543,190,1
1543,256,2
1543,282,3
1543,297,1
1543,302,2
1543,318,7
1543,32,1
1543,335,1
1543,375,1
1543,39,1
1543,405,1
1543,443,5
1543,475,6
1543,483,7
1543,502,1
1543,513,1
1543,52,3
1543,523,1
1543,525,8
1543,536,8
1543,553,1
1543,561,32
1543,588,1
1543,592,3
1543,595,1
1543,600,1
1543,617,3
1543,63,1
1543,639,2
1543,657,1
1543,69,1
1543,697,6
1543,70,1
1543,710,1
1543,735,1
1543,798,1
1543,809,2
1543,835,1
1543,840,1
1543,852,4
1543,874,2
1543,886,2
1543,893,1
1543,943,1
1543,952,1
1543,969,4
1543,974,1
1543,975,3
1544,621,1
1545,1181,2
1545,12,2
1545,1312,35
1545,1332,16
1545,1556,9
1545,1557,1
1545,1576,3
1545,1580,7
1545,1586,2
1545,1591,1
1545,1754,4
1545,259,3
1545,809,5
1545,9,4
1546,1339,8
1546,1436,1
1546,1543,1
1546,1547,1
1546,1554,5
1546,1573,1
1546,1592,1
1546,1619,3
1546,1713,1
1546,1786,3
1546,1875,2
1546,193,3
1546,211,5
1546,249,1
1546,32,9
1546,357,1
1546,479,2
1546,67,4
1547,1546,1
1547,1550,1
1548,1063,1
1548,1540,3
1548,1598,3
1548,1667,2
1548,1713,23
1548,1868,2
1548,303,6
1548,482,2
1548,878,3
1548,95,1
1549,294,1
155,105,2
155,1196,6
155,1281,10
155,1434,2
155,1489,4
155,1580,3
155,1598,1
155,1624,3
155,233,2
155,266,1
155,3,5
155,302,7
155,308,3
155,32,4
155,335,2
155,34,2
155,36,1
155,525,6
155,63,6
155,69,1
155,8,1
1550,1184,1
1550,1547,1
1550,781,1
1551,1636,2
1551,1648,4
1551,212,4
1551,350,4
1551,53,2
1551,536,1
1552,1553,4
1552,814,1
1553,1113,1
1553,1543,1
1553,1552,4
1553,843,3
1554,103,14
1554,1189,2
1554,1339,2
1554,1468,6
1554,1546,5
1554,1580,6
1554,1713,9
1554,357,26
1554,41,4
1555,257,2
1555,400,4
1556,1231,1
1556,1246,2
1556,1281,7
1556,1400,2
1556,1402,3
1556,143,1
1556,144,11
1556,1545,9
1556,1557,2
1556,1571,1
1556,1577,3
1556,1582,1
1556,1586,3
1556,1732,2
1556,283,4
1556,475,5
1556,598,1
1556,711,6
1556,85,5
1556,893,1
1557,1291,1
1557,144,1
1557,1545,1
1557,1556,2
1557,1586,1
1557,1624,4
1557,1755,1
1557,1808,1
1557,673,2
1557,799,1
1557,868,9
1557,967,1
1558,1598,1
1558,42,1
1558,9,1
1559,42,1
156,36,1
156,713,1
1560,1189,1
1561,1598,1
1561,221,2
1561,249,4
1561,42,2
1562,1068,5
1562,1299,1
1562,1342,1
1562,1346,1
1562,1434,8
1562,1436,1
1562,1517,9
1562,1565,1
1562,1879,1
1562,503,3
1562,598,3
1562,710,2
1562,809,4
1562,823,1
1562,898,5
1562,928,5
1562,932,1
1563,1539,2
1563,1713,1
1564,1565,3
1564,598,1
1564,773,1
1565,1113,1
1565,1158,1
1565,124,2
1565,1252,2
1565,1285,9
1565,1332,2
1565,1379,3
1565,1472,5
1565,1522,1
1565,1543,4
1565,1562,1
1565,1564,3
1565,1657,3
1565,1678,1
1565,1679,15
1565,1713,4
1565,174,3
1565,1756,3
1565,176,78
1565,1876,1
1565,193,4
1565,198,1
1565,228,1
1565,249,2
1565,27,1
1565,278,1
1565,296,2
1565,3,2
1565,32,1
1565,357,2
1565,418,1
1565,423,1
1565,442,1
1565,492,4
1565,557,1
1565,620,4
1565,652,16
1565,67,3
1565,704,1
1565,933,4
1565,970,1
1566,1509,2
1566,523,1
1566,547,2
1566,847,1
1567,1018,1
1568,103,1
1568,1042,3
1568,1113,6
1568,1190,2
1568,1255,4
1568,1539,1
1568,1569,3
1568,1585,5
1568,249,10
1568,332,1
1568,357,1
1568,394,3
1568,429,1
1568,620,1
1568,644,2
1568,871,3
1569,1568,3
157,341,3
157,400,1
157,41,1
157,51,1
157,603,2
157,9,1
1570,1447,3
1571,1556,1
1572,1429,2
1572,1712,2
1573,105,1
1573,1127,1
1573,1173,5
1573,1420,1
1573,1539,7
1573,1546,1
1573,1713,1
1573,19,1
1573,214,1
1573,249,1
1573,254,1
1573,32,1
1573,67,1
1573,728,3
1573,729,1
1573,788,2
1573,9,1
1573,95,1
1574,679,2
1575,1310,2
1575,142,3
1575,735,13
1576,1034,1
1576,1248,1
1576,1545,3
1576,1665,3
1576,204,2
1576,389,4
1576,578,2
1576,598,2
1576,823,2
1577,12,5
1577,1556,3
1577,1580,1
1577,3,6
1577,32,7
1578,1448,1
1578,3,1
1578,337,1
1578,342,5
1578,704,1
1578,751,4
1578,847,10
1578,95,1
1579,1313,5
1579,1667,4
1579,342,1
1579,356,1
1579,42,2
1579,431,7
1579,615,2
1579,701,3
1579,85,4
158,103,1
158,19,1
158,264,1
158,400,1
1580,1190,1
1580,1283,5
1580,1329,8
1580,1352,6
1580,1386,2
1580,1508,2
1580,1522,3
1580,1545,7
1580,155,3
1580,1554,6
1580,1577,1
1580,1586,2
1580,1676,38
1580,249,13
1580,281,1
1580,32,2
1580,372,8
1580,41,1
1580,518,2
1580,704,6
1580,9,15
1580,95,6
1581,538,1
1582,1111,2
1582,1190,1
1582,1526,1
1582,1539,1
1582,1543,5
1582,1556,1
1582,1585,6
1582,1598,1
1582,199,7
1582,357,1
1582,394,2
1582,42,2
1583,1792,1
1583,297,2
1584,1493,3
1585,1009,1
1585,1018,6
1585,103,2
1585,1033,3
1585,1043,10
1585,105,4
1585,1127,2
1585,1158,2
1585,1190,3
1585,1280,2
1585,1332,3
1585,1349,1
1585,1368,2
1585,1413,2
1585,1539,1
1585,1568,5
1585,1582,6
1585,1598,1
1585,1669,4
1585,1677,1
1585,1713,20
1585,176,7
1585,1783,2
1585,1786,1
1585,1788,1
1585,249,3
1585,3,2
1585,303,1
1585,342,1
1585,357,1
1585,393,2
1585,41,2
1585,431,1
1585,468,3
1585,53,3
1585,704,1
1585,714,1
1585,762,3
1585,878,2
1586,1545,2
1586,1556,3
1586,1557,1
1586,1580,2
1586,1595,1
1587,1185,1
1587,1522,1
1587,29,1
1587,361,1
1587,431,1
1587,432,1
1587,482,1
1587,509,1
1587,546,1
1587,673,2
1587,714,6
1587,878,2
1588,1284,2
1588,1489,2
1588,502,2
1588,517,2
1588,713,2
1589,41,1
159,1,2
1590,1489,1
1591,1545,1
1591,1598,1
1592,1546,1
1592,523,2
1593,762,1
1594,1033,2
1594,1158,2
1594,1377,1
1594,1497,4
1594,219,5
1594,542,3
1595,1586,1
1596,1607,1
1596,808,1
1597,1598,1
1597,257,1
1597,42,1
1598,1006,2
1598,103,1
1598,1039,4
1598,1107,1
1598,1136,1
1598,1165,2
1598,1168,2
1598,1174,3
1598,1176,2
1598,1187,1
1598,1190,1
1598,1195,2
1598,1215,1
1598,1227,3
1598,1246,1
1598,1252,1
1598,1262,1
1598,1265,6
1598,1281,2
1598,1282,3
1598,1304,1
1598,1329,2
1598,1344,6
1598,1359,1
1598,1472,1
1598,1479,1
1598,1485,1
1598,1487,6
1598,1496,1
1598,1514,1
1598,1522,2
1598,1542,1
1598,1548,3
1598,155,1
1598,1558,1
1598,1561,1
1598,1582,1
1598,1585,1
1598,1591,1
1598,1597,1
1598,1599,1
1598,1655,3
1598,1704,1
1598,214,3
1598,249,1
1598,254,3
1598,27,2
1598,277,1
1598,299,2
1598,32,4
1598,322,2
1598,327,2
1598,332,1
1598,337,6
1598,341,4
1598,345,1
1598,356,3
1598,357,2
1598,393,1
1598,398,13
1598,400,2
1598,429,1
1598,44,1
1598,475,1
1598,50,1
1598,52,1
1598,539,1
1598,549,4
1598,560,1
1598,568,1
1598,598,1
1598,625,1
1598,632,2
1598,645,1
1598,654,2
1598,658,1
1598,667,3
1598,708,1
1598,710,3
1598,726,1
1598,735,1
1598,768,4
1598,777,3
1598,801,1
1598,841,2
1598,85,2
1598,88,1
1598,881,2
1598,893,2
1598,919,3
1598,967,1
1598,984,2
1598,986,1
1599,1598,1
16,9,1
160,1181,3
160,1729,1
160,429,4
160,598,1
160,638,2
160,639,5
160,697,1
160,72,3
160,783,2
160,964,3
1600,1285,2
1601,1118,3
1601,114,1
1601,1231,19
1601,1246,4
1601,1279,1
1601,1282,9
1601,1338,4
1601,1383,7
1601,1402,1
1601,1412,1
1601,143,7
1601,1434,1
1601,1505,1
1601,1540,1
1601,1616,10
1601,1624,5
1601,1636,3
1601,1644,1
1601,1646,1
1601,1666,2
1601,1675,3
1601,1690,6
1601,1768,1
1601,1781,6
1601,1796,1
1601,1858,1
1601,1859,6
1601,1872,1
1601,1875,2
1601,1891,1
1601,220,12
1601,308,4
1601,318,2
1601,366,1
1601,393,2
1601,394,1
1601,525,1
1601,553,1
1601,605,11
1601,617,1
1601,701,1
1601,711,6
1601,774,1
1601,784,1
1601,862,1
1601,973,1
1602,1678,1
1602,581,2
1602,59,1
1603,103,2
1603,1059,2
1603,1113,1
1603,1127,4
1603,1406,14
1603,1517,2
1603,1614,1
1603,1653,2
1603,172,3
1603,1756,1
1603,176,2
1603,1786,1
1603,334,3
1603,342,3
1603,357,3
1603,423,1
1603,509,1
1603,67,2
1603,704,4
1603,871,2
1603,980,2
1604,63,1
1605,1033,1
1605,1231,1
1605,779,1
1606,843,2
1606,885,1
1607,1596,1
1608,1362,7
1608,1475,2
1608,1647,21
1608,249,1
1608,733,3
1608,799,10
1608,871,2
1609,3,1
161,1,10
161,1255,2
161,1487,8
161,162,13
161,164,2
161,1673,4
161,221,9
161,30,8
161,323,3
161,617,15
161,63,6
161,679,74
161,713,3
1610,257,1
1611,1612,1
1611,852,4
1612,1611,1
1613,1393,1
1614,1603,1
1615,53,1
1616,1079,1
1616,1173,12
1616,1252,19
1616,1522,3
1616,1539,1
1616,1601,10
1616,201,1
1616,234,1
1616,254,2
1616,346,2
1616,357,2
1616,50,4
1616,547,1
1616,57,1
1616,582,5
1616,644,1
1616,687,1
1616,768,3
1616,812,4
1616,93,1
1616,940,2
1617,1283,2
1617,370,2
1618,1396,1
1618,1522,2
1618,1539,1
1618,1543,1
1618,9,1
1619,1100,1
1619,1343,2
1619,1402,3
1619,143,2
1619,1511,1
1619,1546,3
1619,1629,5
1619,1641,4
1619,1644,2
1619,1648,2
1619,175,2
1619,220,1
1619,249,9
1619,297,1
1619,593,4
1619,712,3
1619,758,4
1619,773,1
1619,781,4
1619,802,2
1619,839,3
162,132,2
162,161,13
162,30,2
162,368,4
162,62,1
162,679,2
162,851,6
1620,1539,4
1620,3,1
1621,1663,3
1621,42,2
1621,9,1
1622,124,1
1622,1539,1
1622,42,1
1622,9,2
1623,1644,5
1623,525,3
1623,53,2
1623,711,11
1624,1034,2
1624,1042,10
1624,105,141
1624,1052,28
1624,1075,3
1624,1079,7
1624,1093,3
1624,1168,184
1624,1175,3
1624,12,15
1624,1253,1
1624,1285,9
1624,1313,4
1624,1332,4
1624,1339,2
1624,1340,1
1624,1349,5
1624,1362,11
1624,1398,13
1624,1408,9
1624,141,1
1624,1500,3
1624,1509,4
1624,1518,2
1624,1543,12
1624,155,3
1624,1557,4
1624,1601,5
1624,1626,10
1624,1657,7
1624,1678,1
1624,1686,2
1624,1700,5
1624,1704,3
1624,1713,6
1624,1716,2
1624,1727,11
1624,1756,34
1624,1758,2
1624,1772,3
1624,1781,20
1624,1783,11
1624,1786,1
1624,1810,1
1624,1811,12
1624,1862,5
1624,1864,10
1624,1866,45
1624,1868,26
1624,1871,9
1624,1878,12
1624,19,11
1624,199,2
1624,224,7
1624,234,10
1624,249,2
1624,271,1
1624,281,13
1624,337,2
1624,341,3
1624,346,1
1624,357,9
1624,367,3
1624,372,4
1624,398,166
1624,415,2
1624,431,15
1624,456,30
1624,474,4
1624,479,1
1624,48,14
1624,492,1
1624,520,4
1624,544,1
1624,557,26
1624,645,1
1624,652,3
1624,674,1
1624,697,1
1624,719,5
1624,725,12
1624,733,2
1624,755,5
1624,805,1
1624,810,49
1624,812,1
1624,9,13
1624,93,2
1624,95,43
1625,105,2
1625,686,2
1626,1,25
1626,1487,1
1626,1624,10
1626,1783,2
1626,3,1
1626,312,15
1627,1136,1
1627,1543,1
1627,1648,3
1627,282,1
1628,1539,1
1629,1619,5
1629,1713,2
1629,1756,5
1629,249,13
1629,346,2
1629,469,4
1629,492,1
1629,560,2
1629,609,1
1629,652,3
163,1026,1
163,1208,2
163,1281,3
163,1283,2
163,143,3
163,1485,1
163,245,2
163,249,2
163,308,1
163,42,4
163,474,7
163,658,5
163,686,4
163,70,1
163,72,1
163,768,3
163,943,1
163,96,1
163,986,4
1630,389,2
1630,495,2
1631,697,1
1632,1039,5
1632,1539,1
1633,1638,2
1633,193,1
1634,555,1
1635,1378,2
1635,523,1
1636,1383,3
1636,1551,2
1636,1601,3
1636,53,5
1636,984,2
1637,1539,2
1637,1543,1
1637,67,1
1637,878,3
1637,9,3
1638,1410,1
1638,1633,2
1638,1646,1
1638,462,3
1639,12,2
1639,1539,3
1639,1737,2
1639,777,3
164,161,2
164,177,1
164,178,1
164,179,1
164,32,2
164,398,1
164,430,2
164,67,1
164,8,4
164,96,2
1640,1539,3
1640,9,1
1641,1042,2
1641,105,1
1641,1285,1
1641,1539,1
1641,1619,4
1641,1655,3
1641,1657,8
1641,1669,1
1641,189,1
1641,308,2
1641,337,1
1641,341,1
1641,361,1
1641,719,1
1641,9,1
1641,95,1
1641,970,16
1642,1171,1
1642,1297,5
1642,1406,20
1642,1881,2
1642,32,6
1642,679,14
1642,819,3
1642,822,8
1642,9,5
1643,103,1
1643,9,1
1644,1018,2
1644,105,21
1644,1079,22
1644,12,15
1644,124,4
1644,1285,7
1644,1304,5
1644,1329,3
1644,140,4
1644,1539,1
1644,1601,1
1644,1619,2
1644,1623,5
1644,1686,6
1644,1698,4
1644,1713,8
1644,1754,9
1644,1756,20
1644,1758,16
1644,1792,1
1644,1866,3
1644,214,6
1644,224,12
1644,249,28
1644,271,2
1644,346,8
1644,357,8
1644,398,16
1644,431,11
1644,456,5
1644,474,4
1644,492,4
1644,520,2
1644,546,4
1644,557,5
1644,620,4
1644,652,4
1644,67,2
1644,812,6
1644,878,2
1644,9,16
1644,949,3
1644,995,15
1645,19,6
1645,249,1
1645,32,1
1646,103,2
1646,1299,6
1646,1539,2
1646,1601,1
1646,1638,1
1646,193,7
1646,462,2
1646,73,3
1646,9,1
1647,1005,2
1647,1113,5
1647,1132,3
1647,1189,6
1647,1269,1
1647,1282,10
1647,1297,9
1647,1440,2
1647,1516,1
1647,1539,12
1647,1608,21
1647,1654,1
1647,1657,2
1647,1669,15
1647,1688,8
1647,1713,25
1647,172,2
1647,193,21
1647,198,2
1647,233,2
1647,242,7
1647,249,7
1647,32,2
1647,468,4
1647,482,7
1647,494,4
1647,498,1
1647,544,3
1647,621,19
1647,714,4
1647,724,13
1647,749,7
1647,821,3
1647,84,4
1647,878,19
1647,9,18
1648,1042,3
1648,105,1
1648,1052,3
1648,1177,3
1648,1283,1
1648,1551,4
1648,1619,2
1648,1627,3
1648,1713,1
1648,174,21
1648,249,7
1648,281,8
1648,337,3
1648,481,2
1648,644,3
1648,719,10
1648,802,1
1648,865,2
1648,9,2
1648,90,1
1648,949,2
1648,95,1
1648,963,4
1649,1406,1
1649,1539,2
1649,1783,1
1649,3,1
1649,9,1
1649,95,1
165,400,1
165,41,1
165,9,1
1650,9,1
1651,9,1
1652,1514,1
1652,1713,2
1652,41,1
1652,9,1
1653,1255,3
1653,1603,2
1654,1647,1
1655,1,2
1655,105,1
1655,1397,2
1655,1598,3
1655,1641,3
1655,1669,3
1655,1756,1
1655,249,5
1655,308,1
1655,32,2
1655,346,1
1655,48,4
1655,719,3
1655,741,4
1655,9,3
1656,1312,3
1656,1472,1
1656,1493,5
1657,1021,2
1657,1316,3
1657,1346,1
1657,144,1
1657,1565,3
1657,1624,7
1657,1641,8
1657,1647,2
1657,1675,2
1657,1730,2
1657,1731,1
1657,1781,2
1657,300,3
1657,32,1
1657,36,2
1657,366,1
1657,393,2
1657,523,1
1657,53,5
1657,536,2
1657,67,2
1657,713,2
1658,277,1
1658,986,1
1659,1520,1
166,103,3
166,1269,1
166,176,2
166,234,2
166,400,3
166,41,2
166,79,1
1660,392,1
1661,1026,1
1661,713,3
1662,3,1
1662,523,3
1663,1621,3
1664,19,1
1665,1029,4
1665,1049,1
1665,1113,6
1665,1127,1
1665,1158,3
1665,1189,9
1665,1576,3
1665,1669,1
1665,1713,1
1665,176,7
1665,249,2
1665,250,1
1665,32,1
1665,41,3
1665,423,4
1665,482,3
1665,509,3
1665,573,18
1665,609,1
1665,67,2
1665,878,6
1665,950,2
1666,1601,2
1667,105,1
1667,1118,2
1667,1181,9
1667,1231,23
1667,1280,2
1667,1312,2
1667,1346,2
1667,1436,1
1667,144,1
1667,1548,2
1667,1579,4
1667,167,1
1667,1684,1
1667,30,1
1667,447,11
1667,523,2
1667,53,25
1667,537,2
1667,544,1
1667,605,6
1667,617,12
1667,620,1
1667,654,1
1667,710,1
1667,734,7
1667,799,6
1667,8,1
1667,843,2
1667,942,1
1667,969,4
1667,983,2
1668,1379,2
1668,1413,2
1668,454,12
1668,615,4
1668,809,2
1668,912,2
1669,1056,1
1669,1423,23
1669,1434,3
1669,1509,2
1669,1521,1
1669,1540,4
1669,1585,4
1669,1641,1
1669,1647,15
1669,1655,3
1669,1665,1
1669,1670,3
1669,204,1
1669,391,1
1669,429,3
1669,437,1
1669,44,3
1669,454,5
1669,460,1
1669,561,5
1669,784,1
1669,969,8
1669,974,1
1669,979,1
167,1409,2
167,1667,1
167,1758,3
167,303,2
167,375,1
167,41,1
1670,1669,3
1671,438,1
1671,538,1
1672,437,1
1673,1255,2
1673,1487,3
1673,161,4
1673,1741,3
1673,249,2
1673,844,1
1673,95,1
1674,482,1
1675,1,7
1675,1042,2
1675,105,8
1675,1075,1
1675,1543,13
1675,1601,3
1675,1657,2
1675,1756,7
1675,1783,4
1675,201,1
1675,32,23
1675,582,4
1675,67,14
1675,847,11
1676,1248,1
1676,1431,1
1676,1580,38
1676,183,3
1676,1881,3
1676,233,14
1676,398,5
1676,415,2
1676,686,16
1677,1290,7
1677,1585,1
1678,1118,2
1678,1346,3
1678,1565,1
1678,1602,1
1678,1624,1
1678,328,1
1678,475,1
1678,582,1
1678,711,3
1678,779,1
1679,1434,3
1679,1565,15
1679,474,1
1679,569,13
168,103,9
168,1064,1
168,119,2
168,12,3
168,357,2
168,38,2
168,400,7
168,41,17
168,674,1
168,733,1
168,834,13
168,95,7
1680,1256,2
1680,1509,1
1680,429,1
1681,1402,1
1681,1771,4
1681,400,4
1681,41,2
1681,687,1
1682,32,1
1682,9,1
1683,276,1
1683,32,1
1684,1667,1
1685,1253,2
1686,1026,10
1686,1132,2
1686,1395,2
1686,1624,2
1686,1644,6
1686,1789,2
1686,1796,4
1686,220,2
1686,256,1
1686,27,17
1686,358,6
1686,393,3
1686,475,1
1686,697,1
1686,710,3
1686,783,1
1686,831,9
1687,933,1
1688,1005,1
1688,1189,2
1688,1253,1
1688,1346,6
1688,1647,8
1688,277,11
1688,389,2
1689,1716,2
1689,32,1
1689,42,1
169,41,1
1690,1344,6
1690,1601,6
1690,42,2
1691,42,1
1692,249,1
1692,32,1
1692,95,1
1693,1502,1
1694,1255,2
1694,1335,2
1694,1359,2
1695,1540,1
1696,1013,1
1697,973,2
1698,1644,4
1698,302,1
1698,52,1
1698,605,4
1699,1426,1
1699,209,1
1699,392,1
17,713,1
17,9,1
170,56,1
1700,1362,1
1700,1540,2
1700,1624,5
1700,1839,8
1700,429,8
1700,768,5
1701,1013,1
1701,209,1
1701,249,1
1701,357,1
1701,52,1
1701,9,1
1702,300,1
1703,1183,1
1704,1598,1
1704,1624,3
1705,783,1
1706,249,1
1706,9,1
1707,1343,1
1708,249,1
1709,1142,1
171,56,2
1710,32,1
1711,3,1
1712,1466,1
1712,1543,2
1712,1572,2
1712,1726,2
1713,1026,6
1713,1029,5
1713,1072,10
1713,1074,3
1713,1103,1
1713,1117,3
1713,1118,4
1713,1130,7
1713,1178,2
1713,1181,5
1713,1195,3
1713,1215,2
1713,1231,21
1713,1234,1
1713,1244,1
1713,1246,2
1713,1280,6
1713,1282,12
1713,1299,1
1713,1308,2
1713,1312,2
1713,1313,11
1713,1342,3
1713,1344,2
1713,1346,56
1713,135,1
1713,1384,1
1713,1387,8
1713,143,5
1713,1434,4
1713,1436,6
1713,144,2
1713,145,1
1713,1463,7
1713,1493,21
1713,1497,1
1713,1530,1
1713,1540,3
1713,1546,1
1713,1548,23
1713,1554,9
1713,1563,1
1713,1565,4
1713,1573,1
1713,1585,20
1713,1624,6
1713,1629,2
1713,1644,8
1713,1647,25
1713,1648,1
1713,1652,2
1713,1665,1
1713,1714,1
1713,1724,6
1713,1730,5
1713,1733,3
1713,1737,1
1713,1739,2
1713,1742,3
1713,1743,1
1713,175,1
1713,1775,3
1713,233,23
1713,249,4
1713,27,6
1713,277,3
1713,282,17
1713,3,11
1713,36,6
1713,378,4
1713,379,1
1713,409,3
1713,437,1
1713,44,6
1713,462,2
1713,474,2
1713,495,15
1713,503,2
1713,525,45
1713,536,12
1713,537,2
1713,538,1
1713,561,36
1713,593,1
1713,598,2
1713,599,1
1713,605,3
1713,61,2
1713,617,25
1713,63,2
1713,638,1
1713,639,1
1713,652,2
1713,697,7
1713,70,2
1713,708,4
1713,710,2
1713,72,2
1713,757,1
1713,788,2
1713,799,2
1713,809,16
1713,817,1
1713,85,2
1713,868,1
1713,893,1
1713,938,1
1713,969,5
1713,975,4
1713,987,1
1714,1713,1
1715,1406,1
1715,1543,2
1715,19,1
1716,1026,1
1716,1308,12
1716,1624,2
1716,1689,2
1716,1775,2
1716,1796,2
1716,69,1
1717,1026,2
1717,1069,1
1717,1507,1
1717,1739,1
1717,192,1
1717,199,1
1717,353,3
1717,784,1
1717,908,2
1718,249,1
1719,1543,1
1719,9,1
172,1026,2
172,128,4
172,1497,1
172,1603,3
172,1647,2
172,1724,3
172,1748,12
172,266,1
172,277,6
172,296,2
172,297,1
172,3,1
172,321,1
172,344,2
172,392,2
172,447,1
172,460,5
172,486,1
172,488,1
172,495,7
172,502,2
172,523,2
172,531,1
172,544,1
172,56,1
172,583,1
172,595,6
172,598,1
172,638,2
172,639,1
172,67,2
172,684,1
172,713,4
172,820,1
172,840,4
172,969,4
1720,1408,3
1720,429,2
1721,61,3
1722,353,1
1723,1190,2
1724,105,24
1724,1127,5
1724,1237,3
1724,127,5
1724,1315,4
1724,1488,2
1724,1543,7
1724,1713,6
1724,172,3
1724,1783,4
1724,1786,3
1724,1791,3
1724,1836,19
1724,1852,2
1724,249,4
1724,303,2
1724,42,4
1724,431,18
1724,516,2
1724,674,3
1724,749,6
1724,785,6
1725,1072,2
1725,1540,1
1725,898,1
1725,969,4
1726,1712,2
1727,105,2
1727,1069,3
1727,1183,2
1727,143,9
1727,1453,1
1727,1624,11
1727,1749,2
1727,346,1
1727,353,1
1727,361,1
1727,471,1
1727,638,1
1727,644,1
1727,97,1
1727,995,1
1728,3,1
1728,312,3
1728,644,2
1728,652,1
1729,160,1
173,103,2
173,12,1
173,1283,2
173,1339,3
173,1406,2
173,1543,1
173,194,2
173,3,1
173,342,3
173,400,5
173,41,1
173,67,1
173,68,4
173,749,4
173,770,1
1730,1034,1
1730,1042,6
1730,105,3
1730,1332,1
1730,1657,2
1730,1713,5
1730,1746,2
1730,1783,9
1730,1878,3
1730,249,4
1730,398,9
1730,828,1
1731,105,1
1731,1285,1
1731,1657,1
1731,249,2
1731,32,4
1731,42,2
1731,431,1
1731,9,15
1732,1556,2
1732,259,2
1733,1713,3
1734,1436,3
1734,1749,1
1734,346,2
1735,1436,1
1736,109,1
1736,318,2
1737,1118,1
1737,1127,1
1737,1157,1
1737,1255,3
1737,1332,1
1737,1408,2
1737,1494,1
1737,1513,5
1737,1639,2
1737,1713,1
1737,219,2
1737,220,1
1737,277,1
1737,415,5
1737,710,1
1738,1231,2
1738,1280,2
1738,1540,3
1738,233,13
1738,3,1
1738,398,1
1739,1031,1
1739,1543,1
1739,1713,2
1739,1717,1
1739,199,2
1739,249,3
174,1231,1
174,1260,1
